States,Years,Quarter,District,Transaction_count,Transaction_amount
Tamil Nadu,2020,1,vellore district,1236004,1793600000.0
Tamil Nadu,2020,1,thiruvarur district,212930,408094000.0
Tamil Nadu,2020,2,tiruchirappalli district,1239752,2259350000.0
Tamil Nadu,2020,2,ramanathapuram district,403786,661633000.0
Tamil Nadu,2020,2,krishnagiri district,1815882,2926040000.0
Tamil Nadu,2020,2,cuddalore district,929530,1458840000.0
Tamil Nadu,2020,2,kancheepuram district,2203060,3393880000.0
Tamil Nadu,2020,2,tiruppur district,1672101,2911510000.0
Tamil Nadu,2020,2,dharmapuri district,971777,1539560000.0
Tamil Nadu,2020,2,thoothukkudi district,585510,938885000.0
Tamil Nadu,2020,2,thanjavur district,783386,1304370000.0
Tamil Nadu,2020,2,madurai district,1479517,2674910000.0
Tamil Nadu,2020,2,tiruvannamalai district,1016764,1564650000.0
Tamil Nadu,2020,2,salem district,1996687,3860450000.0
Tamil Nadu,2020,2,nagapattinam district,390613,608201000.0
Tamil Nadu,2020,2,tirupathur district,631124,960294000.0
Tamil Nadu,2020,2,ariyalur district,263779,410064000.0
Tamil Nadu,2020,2,chennai district,12611208,29147300000.0
Tamil Nadu,2020,2,the nilgiris district,355454,581703000.0
Tamil Nadu,2020,2,erode district,1139240,2119970000.0
Tamil Nadu,2020,2,karur district,382119,633428000.0
Tamil Nadu,2020,2,kallakkurichi district,607847,980429000.0
Tamil Nadu,2020,2,viluppuram district,766917,1162940000.0
Tamil Nadu,2020,2,pudukkottai district,459794,750888000.0
Tamil Nadu,2020,2,perambalur district,198639,329965000.0
Tamil Nadu,2020,2,coimbatore district,4598586,9331490000.0
Tamil Nadu,2020,2,virudhunagar district,638466,1035200000.0
Tamil Nadu,2020,2,dindigul district,875201,1467680000.0
Tamil Nadu,2020,2,sivaganga district,466843,832939000.0
Tamil Nadu,2020,2,tenkasi district,393743,607998000.0
Tamil Nadu,2020,2,chengalpattu district,3911793,5672390000.0
Tamil Nadu,2020,2,kanniyakumari district,642785,1002760000.0
Tamil Nadu,2020,2,tirunelveli district,595006,981717000.0
Tamil Nadu,2020,2,thiruvallur district,3872452,6511950000.0
Tamil Nadu,2020,2,theni district,456942,841976000.0
Tamil Nadu,2020,2,ranipet district,609090,998988000.0
Tamil Nadu,2020,2,namakkal district,686147,1323770000.0
Tamil Nadu,2020,2,vellore district,907130,1535490000.0
Tamil Nadu,2020,2,thiruvarur district,311440,502858000.0
Tamil Nadu,2020,3,tiruchirappalli district,1609739,3502680000.0
Tamil Nadu,2020,3,ramanathapuram district,450267,948112000.0
Tamil Nadu,2020,3,krishnagiri district,2701216,4989220000.0
Tamil Nadu,2020,3,cuddalore district,1103451,2101120000.0
Tamil Nadu,2020,3,kancheepuram district,3333347,5572090000.0
Tamil Nadu,2020,3,tiruppur district,2654998,5542740000.0
Tamil Nadu,2020,3,dharmapuri district,1221794,2483970000.0
Tamil Nadu,2020,3,thoothukkudi district,720309,1430210000.0
Tamil Nadu,2020,3,thanjavur district,932026,1944980000.0
Tamil Nadu,2020,3,madurai district,2157858,4867130000.0
Tamil Nadu,2020,3,tiruvannamalai district,1117986,2109540000.0
Tamil Nadu,2020,3,salem district,3016579,6990920000.0
Tamil Nadu,2020,3,nagapattinam district,442833,905174000.0
Tamil Nadu,2020,3,tirupathur district,767383,1468350000.0
Tamil Nadu,2020,3,ariyalur district,290012,560977000.0
Tamil Nadu,2020,3,chennai district,17354210,39868900000.0
Tamil Nadu,2020,3,the nilgiris district,426914,842011000.0
Tamil Nadu,2020,3,erode district,1662818,3580610000.0
Tamil Nadu,2020,3,karur district,476013,959688000.0
Tamil Nadu,2020,3,kallakkurichi district,709498,1411180000.0
Tamil Nadu,2020,3,viluppuram district,890428,1650710000.0
Tamil Nadu,2020,3,pudukkottai district,511066,1002880000.0
Tamil Nadu,2020,3,perambalur district,248365,486857000.0
Tamil Nadu,2020,3,coimbatore district,6742559,13861100000.0
Tamil Nadu,2020,3,virudhunagar district,755042,1537210000.0
Tamil Nadu,2020,3,dindigul district,1046352,2133130000.0
Tamil Nadu,2020,3,sivaganga district,560050,1214800000.0
Tamil Nadu,2020,3,tenkasi district,437580,877524000.0
Tamil Nadu,2020,3,chengalpattu district,5205491,7909760000.0
Tamil Nadu,2020,3,kanniyakumari district,807770,1584290000.0
Tamil Nadu,2020,3,tirunelveli district,735138,1502250000.0
Tamil Nadu,2020,3,thiruvallur district,5496010,10295400000.0
Tamil Nadu,2020,3,theni district,536068,1206090000.0
Tamil Nadu,2020,3,ranipet district,758850,1435340000.0
Tamil Nadu,2020,3,namakkal district,878266,1988970000.0
Tamil Nadu,2020,3,vellore district,1172385,2371470000.0
Tamil Nadu,2020,3,thiruvarur district,347154,703998000.0
Tamil Nadu,2020,4,tiruchirappalli district,2464746,5291330000.0
Tamil Nadu,2020,4,ramanathapuram district,622498,1360010000.0
Tamil Nadu,2020,4,krishnagiri district,5011992,9044880000.0
Tamil Nadu,2020,4,cuddalore district,1633984,3084770000.0
Tamil Nadu,2020,4,kancheepuram district,6509711,9795430000.0
Tamil Nadu,2020,4,tiruppur district,4364806,8662800000.0
Tamil Nadu,2020,4,dharmapuri district,1902446,4029770000.0
Tamil Nadu,2020,4,thoothukkudi district,1025293,2096070000.0
Tamil Nadu,2020,4,thanjavur district,1385065,2813750000.0
Tamil Nadu,2020,4,madurai district,3222620,7010360000.0
Tamil Nadu,2020,4,tiruvannamalai district,1662872,3151360000.0
Tamil Nadu,2020,4,salem district,4407759,9865910000.0
Tamil Nadu,2020,4,nagapattinam district,664899,1298600000.0
Tamil Nadu,2020,4,tirupathur district,1301514,2436170000.0
Tamil Nadu,2020,4,ariyalur district,387497,743274000.0
Tamil Nadu,2020,4,chennai district,24172148,46230300000.0
Tamil Nadu,2020,4,the nilgiris district,715903,1389800000.0
Tamil Nadu,2020,4,erode district,2534766,5126730000.0
Tamil Nadu,2020,4,karur district,721954,1457180000.0
Tamil Nadu,2020,4,kallakkurichi district,959178,1942810000.0
Tamil Nadu,2020,4,viluppuram district,1372880,2475210000.0
Tamil Nadu,2020,4,pudukkottai district,724855,1483820000.0
Tamil Nadu,2020,4,perambalur district,365657,715176000.0
Tamil Nadu,2020,4,coimbatore district,10473572,18723400000.0
Tamil Nadu,2020,4,virudhunagar district,1102516,2383190000.0
Tamil Nadu,2020,4,dindigul district,1631369,3318610000.0
Tamil Nadu,2020,4,sivaganga district,797194,1721860000.0
Tamil Nadu,2020,4,tenkasi district,609674,1274670000.0
Tamil Nadu,2020,4,chengalpattu district,10168033,13669200000.0
Tamil Nadu,2020,4,kanniyakumari district,1166505,2382780000.0
Tamil Nadu,2020,4,tirunelveli district,1111193,2260430000.0
Tamil Nadu,2020,4,thiruvallur district,10184454,17303900000.0
Tamil Nadu,2020,4,theni district,804224,1801740000.0
Tamil Nadu,2020,4,ranipet district,1248949,2325610000.0
Tamil Nadu,2020,4,namakkal district,1351038,3027640000.0
Tamil Nadu,2020,4,vellore district,1923419,3810480000.0
Tamil Nadu,2020,4,thiruvarur district,472518,964028000.0
Tamil Nadu,2021,1,tiruchirappalli district,2534430,5757900000.0
Tamil Nadu,2021,1,ramanathapuram district,631789,1554930000.0
Tamil Nadu,2021,1,krishnagiri district,5202492,9440760000.0
Tamil Nadu,2021,1,cuddalore district,1707504,3517110000.0
Tamil Nadu,2021,1,kancheepuram district,7239244,10815700000.0
Tamil Nadu,2021,1,tiruppur district,4975985,9855810000.0
Tamil Nadu,2021,1,dharmapuri district,1935044,4467490000.0
Tamil Nadu,2021,1,thoothukkudi district,1024223,2295990000.0
Tamil Nadu,2021,1,thanjavur district,1422654,3220590000.0
Tamil Nadu,2021,1,madurai district,3516926,7776160000.0
Tamil Nadu,2021,1,tiruvannamalai district,1645538,3445030000.0
Tamil Nadu,2021,1,salem district,5675889,12397100000.0
Tamil Nadu,2021,1,nagapattinam district,689365,1537600000.0
Tamil Nadu,2021,1,tirupathur district,1373386,2765060000.0
Tamil Nadu,2021,1,ariyalur district,381503,827174000.0
Tamil Nadu,2021,1,chennai district,39623781,67401700000.0
Tamil Nadu,2021,1,the nilgiris district,765592,1525540000.0
Tamil Nadu,2021,1,erode district,3015359,6105820000.0
Tamil Nadu,2021,1,karur district,743870,1632500000.0
Tamil Nadu,2021,1,kallakkurichi district,992263,2227490000.0
Tamil Nadu,2021,1,viluppuram district,1447099,2796490000.0
Tamil Nadu,2021,1,pudukkottai district,717862,1670160000.0
Tamil Nadu,2021,1,perambalur district,362847,795881000.0
Tamil Nadu,2021,1,coimbatore district,13630124,22657500000.0
Tamil Nadu,2021,1,virudhunagar district,1109562,2480350000.0
Tamil Nadu,2021,1,dindigul district,1675353,3733290000.0
Tamil Nadu,2021,1,sivaganga district,803444,1871620000.0
Tamil Nadu,2021,1,tenkasi district,586227,1368270000.0
Tamil Nadu,2021,1,chengalpattu district,11689531,15537400000.0
Tamil Nadu,2021,1,kanniyakumari district,1190574,2593570000.0
Tamil Nadu,2021,1,tirunelveli district,1143931,2464830000.0
Tamil Nadu,2021,1,thiruvallur district,11085004,18895200000.0
Tamil Nadu,2021,1,theni district,831827,1963100000.0
Tamil Nadu,2021,1,ranipet district,1250636,2494410000.0
Tamil Nadu,2021,1,namakkal district,1391436,3321590000.0
Tamil Nadu,2021,1,vellore district,2072042,4306540000.0
Tamil Nadu,2021,1,thiruvarur district,472338,1150540000.0
Tamil Nadu,2021,2,tiruchirappalli district,2802791,5989880000.0
Tamil Nadu,2021,2,ramanathapuram district,798185,1781470000.0
Tamil Nadu,2021,2,krishnagiri district,5709389,10202800000.0
Tamil Nadu,2021,2,cuddalore district,2104002,3951860000.0
Tamil Nadu,2021,2,kancheepuram district,6712965,10372700000.0
Tamil Nadu,2021,2,tiruppur district,5150795,9379300000.0
Tamil Nadu,2021,2,dharmapuri district,2359010,4862770000.0
Tamil Nadu,2021,2,thoothukkudi district,1235343,2578340000.0
Tamil Nadu,2021,2,thanjavur district,1640555,3416070000.0
Tamil Nadu,2021,2,madurai district,3953976,8300060000.0
Tamil Nadu,2021,2,tiruvannamalai district,1985072,3856480000.0
Tamil Nadu,2021,2,salem district,6557056,13210100000.0
Tamil Nadu,2021,2,nagapattinam district,791395,1603740000.0
Tamil Nadu,2021,2,tirupathur district,1664696,3096440000.0
Tamil Nadu,2021,2,ariyalur district,497484,968591000.0
Tamil Nadu,2021,2,chennai district,43737916,74499200000.0
Tamil Nadu,2021,2,the nilgiris district,810947,1566500000.0
Tamil Nadu,2021,2,erode district,3273510,6223480000.0
Tamil Nadu,2021,2,karur district,878890,1756590000.0
Tamil Nadu,2021,2,kallakkurichi district,1265522,2528570000.0
Tamil Nadu,2021,2,viluppuram district,1691100,3055470000.0
Tamil Nadu,2021,2,pudukkottai district,887414,1878720000.0
Tamil Nadu,2021,2,perambalur district,435091,918814000.0
Tamil Nadu,2021,2,coimbatore district,13478464,22761000000.0
Tamil Nadu,2021,2,virudhunagar district,1328980,2829210000.0
Tamil Nadu,2021,2,dindigul district,1926229,4084400000.0
Tamil Nadu,2021,2,sivaganga district,991039,2138900000.0
Tamil Nadu,2021,2,tenkasi district,747381,1613260000.0
Tamil Nadu,2021,2,chengalpattu district,10075805,14457300000.0
Tamil Nadu,2021,2,kanniyakumari district,1398479,3021400000.0
Tamil Nadu,2021,2,tirunelveli district,1372707,2810890000.0
Tamil Nadu,2021,2,thiruvallur district,10992425,19318300000.0
Tamil Nadu,2021,2,theni district,1006998,2256370000.0
Tamil Nadu,2021,2,ranipet district,1430560,2810330000.0
Tamil Nadu,2021,2,namakkal district,1575727,3596660000.0
Tamil Nadu,2021,2,vellore district,2319925,4575490000.0
Tamil Nadu,2021,2,thiruvarur district,570619,1215900000.0
Tamil Nadu,2021,3,tiruchirappalli district,3736365,8136230000.0
Tamil Nadu,2021,3,ramanathapuram district,1028742,2349970000.0
Tamil Nadu,2021,3,krishnagiri district,8122339,14578100000.0
Tamil Nadu,2021,3,cuddalore district,2771525,5246390000.0
Tamil Nadu,2021,3,kancheepuram district,9646258,14550100000.0
Tamil Nadu,2021,3,tiruppur district,8398025,15283000000.0
Tamil Nadu,2021,3,dharmapuri district,3165112,6750980000.0
Tamil Nadu,2021,3,thoothukkudi district,1648598,3549680000.0
Tamil Nadu,2021,3,thanjavur district,2123436,4642140000.0
Tamil Nadu,2021,3,madurai district,5142737,11208900000.0
Tamil Nadu,2021,3,tiruvannamalai district,2496046,5012700000.0
Tamil Nadu,2021,3,salem district,8972048,18517600000.0
Tamil Nadu,2021,3,nagapattinam district,1080569,2291160000.0
Tamil Nadu,2021,3,tirupathur district,2250740,4279950000.0
Tamil Nadu,2021,3,ariyalur district,658430,1302830000.0
Tamil Nadu,2021,3,chennai district,60971210,100464000000.0
Tamil Nadu,2021,3,the nilgiris district,1147621,2226960000.0
Tamil Nadu,2021,3,erode district,4668549,9015060000.0
Tamil Nadu,2021,3,karur district,1215220,2538560000.0
Tamil Nadu,2021,3,kallakkurichi district,1635742,3336290000.0
Tamil Nadu,2021,3,viluppuram district,2157103,3952930000.0
Tamil Nadu,2021,3,pudukkottai district,1151943,2522920000.0
Tamil Nadu,2021,3,perambalur district,569636,1164080000.0
Tamil Nadu,2021,3,coimbatore district,20245762,33774000000.0
Tamil Nadu,2021,3,virudhunagar district,1750490,3906230000.0
Tamil Nadu,2021,3,dindigul district,2698900,5791220000.0
Tamil Nadu,2021,3,sivaganga district,1290549,2864310000.0
Tamil Nadu,2021,3,tenkasi district,974832,2236390000.0
Tamil Nadu,2021,3,chengalpattu district,14140388,19685000000.0
Tamil Nadu,2021,3,kanniyakumari district,1877533,4143580000.0
Tamil Nadu,2021,3,tirunelveli district,1846166,3848340000.0
Tamil Nadu,2021,3,thiruvallur district,15395149,26050000000.0
Tamil Nadu,2021,3,theni district,1367368,3070540000.0
Tamil Nadu,2021,3,ranipet district,1899157,3748580000.0
Tamil Nadu,2021,3,namakkal district,2234405,5151270000.0
Tamil Nadu,2021,3,vellore district,3162215,6375710000.0
Tamil Nadu,2021,3,thiruvarur district,716496,1641660000.0
Tamil Nadu,2021,4,tiruchirappalli district,4814042,10030900000.0
Tamil Nadu,2021,4,ramanathapuram district,1246669,2780830000.0
Tamil Nadu,2021,4,krishnagiri district,10363352,18220900000.0
Tamil Nadu,2021,4,cuddalore district,3416287,6301580000.0
Tamil Nadu,2021,4,kancheepuram district,11777894,17286200000.0
Tamil Nadu,2021,4,tiruppur district,11167439,18701100000.0
Tamil Nadu,2021,4,dharmapuri district,4084248,8521320000.0
Tamil Nadu,2021,4,thoothukkudi district,2046353,4257750000.0
Tamil Nadu,2021,4,thanjavur district,2623667,5525020000.0
Tamil Nadu,2021,4,madurai district,6309318,13464800000.0
Tamil Nadu,2021,4,tiruvannamalai district,3112963,6155000000.0
Tamil Nadu,2021,4,salem district,11783515,22754900000.0
Tamil Nadu,2021,4,nagapattinam district,1340753,2671430000.0
Tamil Nadu,2021,4,tirupathur district,2872662,5331960000.0
Tamil Nadu,2021,4,ariyalur district,807477,1566150000.0
Tamil Nadu,2021,4,chennai district,76229690,118203000000.0
Tamil Nadu,2021,4,the nilgiris district,1558845,2857110000.0
Tamil Nadu,2021,4,erode district,6109637,11279200000.0
Tamil Nadu,2021,4,karur district,1566335,3172350000.0
Tamil Nadu,2021,4,kallakkurichi district,2028745,4010950000.0
Tamil Nadu,2021,4,viluppuram district,2599072,4570490000.0
Tamil Nadu,2021,4,pudukkottai district,1443125,3057750000.0
Tamil Nadu,2021,4,perambalur district,725923,1433930000.0
Tamil Nadu,2021,4,coimbatore district,27081380,43635800000.0
Tamil Nadu,2021,4,virudhunagar district,2263404,5079440000.0
Tamil Nadu,2021,4,dindigul district,3475465,7239640000.0
Tamil Nadu,2021,4,sivaganga district,1587767,3433450000.0
Tamil Nadu,2021,4,tenkasi district,1188367,2702880000.0
Tamil Nadu,2021,4,chengalpattu district,17730987,23840400000.0
Tamil Nadu,2021,4,kanniyakumari district,2366555,5119950000.0
Tamil Nadu,2021,4,tirunelveli district,2274498,4618520000.0
Tamil Nadu,2021,4,thiruvallur district,19146359,31072900000.0
Tamil Nadu,2021,4,theni district,1763910,3864290000.0
Tamil Nadu,2021,4,ranipet district,2380328,4599240000.0
Tamil Nadu,2021,4,namakkal district,2959616,6469090000.0
Tamil Nadu,2021,4,vellore district,4017284,7912500000.0
Tamil Nadu,2021,4,thiruvarur district,892045,1980980000.0
Tamil Nadu,2022,1,tiruchirappalli district,5422369,11360000000.0
Tamil Nadu,2022,1,ramanathapuram district,1425024,3361170000.0
Tamil Nadu,2022,1,krishnagiri district,11729353,20650500000.0
Tamil Nadu,2022,1,cuddalore district,3854898,7328080000.0
Tamil Nadu,2022,1,kancheepuram district,13219354,19642900000.0
Tamil Nadu,2022,1,tiruppur district,12755181,20994600000.0
Tamil Nadu,2022,1,dharmapuri district,4750920,10116600000.0
Tamil Nadu,2022,1,thoothukkudi district,2388242,5004710000.0
Tamil Nadu,2022,1,thanjavur district,2942810,6384290000.0
Tamil Nadu,2022,1,madurai district,7084562,15309300000.0
Tamil Nadu,2022,1,tiruvannamalai district,3659658,7478980000.0
Tamil Nadu,2022,1,salem district,13278693,26325300000.0
Tamil Nadu,2022,1,nagapattinam district,1501440,3137080000.0
Tamil Nadu,2022,1,tirupathur district,3403925,6408530000.0
Tamil Nadu,2022,1,ariyalur district,898502,1840240000.0
Tamil Nadu,2022,1,chennai district,87458453,135444000000.0
Tamil Nadu,2022,1,the nilgiris district,1729884,3144460000.0
Tamil Nadu,2022,1,erode district,6860000,12788300000.0
Tamil Nadu,2022,1,karur district,1831500,3768120000.0
Tamil Nadu,2022,1,kallakkurichi district,2421741,5048000000.0
Tamil Nadu,2022,1,viluppuram district,2943580,5372430000.0
Tamil Nadu,2022,1,pudukkottai district,1639483,3677400000.0
Tamil Nadu,2022,1,perambalur district,834022,1744610000.0
Tamil Nadu,2022,1,coimbatore district,30679187,51964000000.0
Tamil Nadu,2022,1,virudhunagar district,2550440,5676330000.0
Tamil Nadu,2022,1,dindigul district,3965199,8412790000.0
Tamil Nadu,2022,1,sivaganga district,1828509,4101850000.0
Tamil Nadu,2022,1,tenkasi district,1345693,3196880000.0
Tamil Nadu,2022,1,chengalpattu district,19802491,27209600000.0
Tamil Nadu,2022,1,kanniyakumari district,2597045,5779300000.0
Tamil Nadu,2022,1,tirunelveli district,2585793,5381070000.0
Tamil Nadu,2022,1,thiruvallur district,21243322,35412400000.0
Tamil Nadu,2022,1,theni district,2063736,4611210000.0
Tamil Nadu,2022,1,ranipet district,2755460,5529850000.0
Tamil Nadu,2022,1,namakkal district,3415879,7554610000.0
Tamil Nadu,2022,1,vellore district,4693455,9294850000.0
Tamil Nadu,2022,1,thiruvarur district,1013347,2334750000.0
Tamil Nadu,2022,2,tiruchirappalli district,6270815,12634600000.0
Tamil Nadu,2022,2,ramanathapuram district,1634901,3744850000.0
Tamil Nadu,2022,2,krishnagiri district,13942838,24721100000.0
Tamil Nadu,2022,2,cuddalore district,4456802,8117130000.0
Tamil Nadu,2022,2,kancheepuram district,15868496,22731500000.0
